Time,Model,Class,Confidence,Snapshot
2025-07-10_19-33-05,FireSmoke,smoke,0.82,snapshots/FireSmoke_smoke_2025-07-10_19-33-05.jpg
2025-07-10_19-33-05,FireSmoke,smoke,0.82,snapshots/FireSmoke_smoke_2025-07-10_19-33-05.jpg
2025-07-10_19-33-05,FireSmoke,smoke,0.61,snapshots/FireSmoke_smoke_2025-07-10_19-33-05.jpg
2025-07-10_19-33-10,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_19-33-10.jpg
2025-07-10_19-33-11,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-10_19-33-11.jpg
2025-07-10_19-33-18,PPE,IFR suit,0.51,snapshots/PPE_IFR suit_2025-07-10_19-33-18.jpg
2025-07-10_19-33-23,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_19-33-23.jpg
2025-07-10_19-33-24,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_19-33-24.jpg
2025-07-10_19-33-24,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_19-33-24.jpg
2025-07-10_19-33-25,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-25.jpg
2025-07-10_19-33-26,PPE,No Helmet,0.64,snapshots/PPE_No Helmet_2025-07-10_19-33-26.jpg
2025-07-10_19-33-26,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_19-33-26.jpg
2025-07-10_19-33-28,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-10_19-33-28.jpg
2025-07-10_19-33-28,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-10_19-33-28.jpg
2025-07-10_19-33-28,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-10_19-33-28.jpg
2025-07-10_19-33-28,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_19-33-28.jpg
2025-07-10_19-33-29,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-10_19-33-29.jpg
2025-07-10_19-33-29,PPE,IFR suit,0.52,snapshots/PPE_IFR suit_2025-07-10_19-33-29.jpg
2025-07-10_19-33-30,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-10_19-33-30.jpg
2025-07-10_19-33-30,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_19-33-30.jpg
2025-07-10_19-33-30,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-30.jpg
2025-07-10_19-33-31,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-31.jpg
2025-07-10_19-33-31,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_19-33-31.jpg
2025-07-10_19-33-32,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_19-33-32.jpg
2025-07-10_19-33-33,PPE,IFR suit,0.53,snapshots/PPE_IFR suit_2025-07-10_19-33-33.jpg
2025-07-10_19-33-33,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-33.jpg
2025-07-10_19-33-33,PPE,IFR suit,0.55,snapshots/PPE_IFR suit_2025-07-10_19-33-33.jpg
2025-07-10_19-33-33,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_19-33-33.jpg
2025-07-10_19-33-33,PPE,IFR suit,0.61,snapshots/PPE_IFR suit_2025-07-10_19-33-33.jpg
2025-07-10_19-33-33,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-33.jpg
2025-07-10_19-33-34,PPE,IFR suit,0.58,snapshots/PPE_IFR suit_2025-07-10_19-33-34.jpg
2025-07-10_19-33-34,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_19-33-34.jpg
2025-07-10_19-33-34,PPE,IFR suit,0.54,snapshots/PPE_IFR suit_2025-07-10_19-33-34.jpg
2025-07-10_19-33-34,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-34.jpg
2025-07-10_19-33-35,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-10_19-33-35.jpg
2025-07-10_19-33-36,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-36.jpg
2025-07-10_19-33-36,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-36.jpg
2025-07-10_19-33-37,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-37.jpg
2025-07-10_19-33-37,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-10_19-33-37.jpg
2025-07-10_19-33-37,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_19-33-37.jpg
2025-07-10_19-33-37,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_19-33-37.jpg
2025-07-10_19-33-38,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-10_19-33-38.jpg
2025-07-10_19-33-38,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_19-33-38.jpg
2025-07-10_19-33-38,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_19-33-38.jpg
2025-07-10_19-33-38,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_19-33-38.jpg
2025-07-10_19-33-38,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_19-33-38.jpg
2025-07-10_19-33-39,PPE,No Helmet,0.67,snapshots/PPE_No Helmet_2025-07-10_19-33-39.jpg
2025-07-10_19-33-39,PPE,No Helmet,0.69,snapshots/PPE_No Helmet_2025-07-10_19-33-39.jpg
2025-07-10_19-33-39,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-10_19-33-39.jpg
2025-07-10_19-33-40,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-10_19-33-40.jpg
2025-07-10_19-33-40,PPE,No Helmet,0.69,snapshots/PPE_No Helmet_2025-07-10_19-33-40.jpg
2025-07-10_19-33-40,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_19-33-40.jpg
2025-07-10_19-33-40,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-10_19-33-40.jpg
2025-07-10_19-33-43,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-10_19-33-43.jpg
2025-07-10_19-33-43,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_19-33-43.jpg
2025-07-10_19-33-45,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_19-33-45.jpg
2025-07-10_19-33-46,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_19-33-46.jpg
2025-07-10_19-33-47,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_19-33-47.jpg
2025-07-10_19-33-47,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_19-33-47.jpg
2025-07-10_19-33-47,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_19-33-47.jpg
2025-07-10_19-33-48,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-10_19-33-48.jpg
2025-07-10_19-33-48,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-48.jpg
2025-07-10_19-33-49,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-49.jpg
2025-07-10_19-33-49,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-49.jpg
2025-07-10_19-33-50,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-50.jpg
2025-07-10_19-33-50,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_19-33-50.jpg
2025-07-10_19-33-51,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-51.jpg
2025-07-10_19-33-51,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_19-33-51.jpg
2025-07-10_19-33-51,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-51.jpg
2025-07-10_19-33-52,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_19-33-52.jpg
2025-07-10_19-33-52,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-10_19-33-52.jpg
2025-07-10_19-33-53,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_19-33-53.jpg
2025-07-10_19-33-54,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-54.jpg
2025-07-10_19-33-55,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-10_19-33-55.jpg
2025-07-10_19-33-55,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-55.jpg
2025-07-10_19-33-55,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-10_19-33-55.jpg
2025-07-10_19-33-56,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_19-33-56.jpg
2025-07-10_19-33-56,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-56.jpg
2025-07-10_19-33-56,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_19-33-56.jpg
2025-07-10_19-33-56,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_19-33-56.jpg
2025-07-10_19-33-57,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_19-33-57.jpg
2025-07-10_19-33-57,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_19-33-57.jpg
2025-07-10_21-14-32,PPE,People,0.51,snapshots/PPE_People_2025-07-10_21-14-32.jpg
2025-07-10_21-14-32,PPE,IFR suit,0.57,snapshots/PPE_IFR suit_2025-07-10_21-14-32.jpg
2025-07-10_21-14-36,PPE,IFR suit,0.51,snapshots/PPE_IFR suit_2025-07-10_21-14-36.jpg
2025-07-10_21-14-36,PPE,IFR suit,0.57,snapshots/PPE_IFR suit_2025-07-10_21-14-36.jpg
2025-07-10_21-14-37,PPE,IFR suit,0.52,snapshots/PPE_IFR suit_2025-07-10_21-14-37.jpg
2025-07-10_21-14-38,PPE,IFR suit,0.56,snapshots/PPE_IFR suit_2025-07-10_21-14-38.jpg
2025-07-10_21-14-38,PPE,IFR suit,0.56,snapshots/PPE_IFR suit_2025-07-10_21-14-38.jpg
2025-07-10_21-14-44,PPE,People,0.55,snapshots/PPE_People_2025-07-10_21-14-44.jpg
2025-07-10_21-14-55,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-10_21-14-55.jpg
2025-07-10_21-15-07,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-15-07.jpg
2025-07-10_21-15-07,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-15-07.jpg
2025-07-10_21-15-08,PPE,No IFR,0.55,snapshots/PPE_No IFR_2025-07-10_21-15-08.jpg
2025-07-10_21-15-08,PPE,No IFR,0.54,snapshots/PPE_No IFR_2025-07-10_21-15-08.jpg
2025-07-10_21-15-08,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-15-08.jpg
2025-07-10_21-15-08,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-15-08.jpg
2025-07-10_21-15-09,PPE,No IFR,0.59,snapshots/PPE_No IFR_2025-07-10_21-15-09.jpg
2025-07-10_21-15-09,PPE,No IFR,0.6,snapshots/PPE_No IFR_2025-07-10_21-15-09.jpg
2025-07-10_21-15-09,PPE,No IFR,0.57,snapshots/PPE_No IFR_2025-07-10_21-15-09.jpg
2025-07-10_21-15-09,PPE,No IFR,0.6,snapshots/PPE_No IFR_2025-07-10_21-15-09.jpg
2025-07-10_21-15-10,PPE,No IFR,0.55,snapshots/PPE_No IFR_2025-07-10_21-15-10.jpg
2025-07-10_21-15-10,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-15-10.jpg
2025-07-10_21-15-11,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-15-11.jpg
2025-07-10_21-15-12,PPE,No IFR,0.56,snapshots/PPE_No IFR_2025-07-10_21-15-12.jpg
2025-07-10_21-15-12,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-15-12.jpg
2025-07-10_21-15-13,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-15-13.jpg
2025-07-10_21-15-15,PPE,No IFR,0.61,snapshots/PPE_No IFR_2025-07-10_21-15-15.jpg
2025-07-10_21-15-16,PPE,No IFR,0.6,snapshots/PPE_No IFR_2025-07-10_21-15-16.jpg
2025-07-10_21-15-16,PPE,No IFR,0.55,snapshots/PPE_No IFR_2025-07-10_21-15-16.jpg
2025-07-10_21-15-16,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-15-16.jpg
2025-07-10_21-15-16,PPE,No IFR,0.54,snapshots/PPE_No IFR_2025-07-10_21-15-16.jpg
2025-07-10_21-15-17,PPE,No IFR,0.54,snapshots/PPE_No IFR_2025-07-10_21-15-17.jpg
2025-07-10_21-15-17,PPE,No IFR,0.57,snapshots/PPE_No IFR_2025-07-10_21-15-17.jpg
2025-07-10_21-15-18,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-15-18.jpg
2025-07-10_21-15-37,FireSmoke,smoke,0.53,snapshots/FireSmoke_smoke_2025-07-10_21-15-37.jpg
2025-07-10_21-15-41,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-15-41.jpg
2025-07-10_21-15-45,FireSmoke,smoke,0.55,snapshots/FireSmoke_smoke_2025-07-10_21-15-45.jpg
2025-07-10_21-16-09,PPE,No Gloves,0.52,snapshots/PPE_No Gloves_2025-07-10_21-16-09.jpg
2025-07-10_21-16-10,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-16-10.jpg
2025-07-10_21-16-23,PPE,No IFR,0.54,snapshots/PPE_No IFR_2025-07-10_21-16-23.jpg
2025-07-10_21-16-28,PPE,No IFR,0.56,snapshots/PPE_No IFR_2025-07-10_21-16-28.jpg
2025-07-10_21-16-28,PPE,No IFR,0.54,snapshots/PPE_No IFR_2025-07-10_21-16-28.jpg
2025-07-10_21-16-30,PPE,No IFR,0.5,snapshots/PPE_No IFR_2025-07-10_21-16-30.jpg
2025-07-10_21-16-38,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_21-16-38.jpg
2025-07-10_21-16-39,PPE,No IFR,0.61,snapshots/PPE_No IFR_2025-07-10_21-16-39.jpg
2025-07-10_21-16-43,PPE,No IFR,0.56,snapshots/PPE_No IFR_2025-07-10_21-16-43.jpg
2025-07-10_21-16-43,PPE,No IFR,0.56,snapshots/PPE_No IFR_2025-07-10_21-16-43.jpg
2025-07-10_21-16-44,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-16-44.jpg
2025-07-10_21-16-44,PPE,No IFR,0.57,snapshots/PPE_No IFR_2025-07-10_21-16-44.jpg
2025-07-10_21-16-46,PPE,No IFR,0.62,snapshots/PPE_No IFR_2025-07-10_21-16-46.jpg
2025-07-10_21-16-46,PPE,No IFR,0.61,snapshots/PPE_No IFR_2025-07-10_21-16-46.jpg
2025-07-10_21-16-57,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_21-16-57.jpg
2025-07-10_21-16-58,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-16-58.jpg
2025-07-10_21-16-58,PPE,No IFR,0.6,snapshots/PPE_No IFR_2025-07-10_21-16-58.jpg
2025-07-10_21-16-59,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-16-59.jpg
2025-07-10_21-16-59,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_21-16-59.jpg
2025-07-10_21-16-59,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-16-59.jpg
2025-07-10_21-16-59,PPE,No Helmet,0.7,snapshots/PPE_No Helmet_2025-07-10_21-16-59.jpg
2025-07-10_21-17-00,PPE,No Gloves,0.67,snapshots/PPE_No Gloves_2025-07-10_21-17-00.jpg
2025-07-10_21-17-00,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-10_21-17-00.jpg
2025-07-10_21-17-00,PPE,No Helmet,0.74,snapshots/PPE_No Helmet_2025-07-10_21-17-00.jpg
2025-07-10_21-17-00,PPE,No Helmet,0.68,snapshots/PPE_No Helmet_2025-07-10_21-17-00.jpg
2025-07-10_21-17-00,PPE,No Helmet,0.7,snapshots/PPE_No Helmet_2025-07-10_21-17-00.jpg
2025-07-10_21-17-00,PPE,No Gloves,0.69,snapshots/PPE_No Gloves_2025-07-10_21-17-00.jpg
2025-07-10_21-17-00,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-10_21-17-00.jpg
2025-07-10_21-17-01,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_21-17-01.jpg
2025-07-10_21-17-01,PPE,No Gloves,0.6,snapshots/PPE_No Gloves_2025-07-10_21-17-01.jpg
2025-07-10_21-17-01,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_21-17-01.jpg
2025-07-10_21-17-01,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-17-01.jpg
2025-07-10_21-17-01,PPE,No Helmet,0.75,snapshots/PPE_No Helmet_2025-07-10_21-17-01.jpg
2025-07-10_21-17-01,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-17-01.jpg
2025-07-10_21-17-01,PPE,No Gloves,0.5,snapshots/PPE_No Gloves_2025-07-10_21-17-01.jpg
2025-07-10_21-17-02,PPE,No Gloves,0.6,snapshots/PPE_No Gloves_2025-07-10_21-17-02.jpg
2025-07-10_21-17-02,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_21-17-02.jpg
2025-07-10_21-17-02,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-17-02.jpg
2025-07-10_21-17-02,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-10_21-17-02.jpg
2025-07-10_21-17-02,PPE,No Gloves,0.59,snapshots/PPE_No Gloves_2025-07-10_21-17-02.jpg
2025-07-10_21-17-02,PPE,No Gloves,0.57,snapshots/PPE_No Gloves_2025-07-10_21-17-02.jpg
2025-07-10_21-17-02,PPE,No Helmet,0.69,snapshots/PPE_No Helmet_2025-07-10_21-17-02.jpg
2025-07-10_21-17-02,PPE,No Gloves,0.5,snapshots/PPE_No Gloves_2025-07-10_21-17-02.jpg
2025-07-10_21-17-03,PPE,No Helmet,0.7,snapshots/PPE_No Helmet_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No IFR,0.55,snapshots/PPE_No IFR_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No Gloves,0.55,snapshots/PPE_No Gloves_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No Gloves,0.76,snapshots/PPE_No Gloves_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No IFR,0.55,snapshots/PPE_No IFR_2025-07-10_21-17-03.jpg
2025-07-10_21-17-04,PPE,No Gloves,0.73,snapshots/PPE_No Gloves_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No Helmet,0.65,snapshots/PPE_No Helmet_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No Helmet,0.78,snapshots/PPE_No Helmet_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No IFR,0.56,snapshots/PPE_No IFR_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-10_21-17-04.jpg
2025-07-10_21-17-05,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No Helmet,0.69,snapshots/PPE_No Helmet_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No Gloves,0.59,snapshots/PPE_No Gloves_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No Gloves,0.52,snapshots/PPE_No Gloves_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No Helmet,0.73,snapshots/PPE_No Helmet_2025-07-10_21-17-05.jpg
2025-07-10_21-17-06,PPE,No Gloves,0.73,snapshots/PPE_No Gloves_2025-07-10_21-17-06.jpg
2025-07-10_21-17-06,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-10_21-17-06.jpg
2025-07-10_21-17-07,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-10_21-17-07.jpg
2025-07-10_21-17-15,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-17-15.jpg
2025-07-10_21-17-16,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_21-17-16.jpg
2025-07-10_21-17-16,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-10_21-17-16.jpg
2025-07-10_21-17-16,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_21-17-16.jpg
2025-07-10_21-17-17,PPE,No Helmet,0.65,snapshots/PPE_No Helmet_2025-07-10_21-17-17.jpg
2025-07-10_21-17-17,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_21-17-17.jpg
2025-07-10_21-17-17,PPE,No Helmet,0.74,snapshots/PPE_No Helmet_2025-07-10_21-17-17.jpg
2025-07-10_21-17-33,PPE,No Helmet,0.67,snapshots/PPE_No Helmet_2025-07-10_21-17-33.jpg
2025-07-10_21-17-35,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_21-17-35.jpg
2025-07-10_21-17-35,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_21-17-35.jpg
2025-07-10_21-17-36,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-17-36.jpg
2025-07-10_21-17-39,PPE,No IFR,0.6,snapshots/PPE_No IFR_2025-07-10_21-17-39.jpg
2025-07-10_21-17-39,PPE,No Gloves,0.57,snapshots/PPE_No Gloves_2025-07-10_21-17-39.jpg
2025-07-10_21-17-40,PPE,No Gloves,0.65,snapshots/PPE_No Gloves_2025-07-10_21-17-40.jpg
2025-07-10_21-17-40,PPE,No Gloves,0.59,snapshots/PPE_No Gloves_2025-07-10_21-17-40.jpg
2025-07-10_21-17-40,PPE,No Gloves,0.68,snapshots/PPE_No Gloves_2025-07-10_21-17-40.jpg
2025-07-10_21-17-41,PPE,No Gloves,0.61,snapshots/PPE_No Gloves_2025-07-10_21-17-41.jpg
2025-07-10_21-17-41,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_21-17-41.jpg
2025-07-10_21-17-41,PPE,No Gloves,0.7,snapshots/PPE_No Gloves_2025-07-10_21-17-41.jpg
2025-07-10_21-17-41,PPE,No Gloves,0.5,snapshots/PPE_No Gloves_2025-07-10_21-17-41.jpg
2025-07-10_21-17-41,PPE,No Gloves,0.66,snapshots/PPE_No Gloves_2025-07-10_21-17-41.jpg
2025-07-10_21-17-42,PPE,No Gloves,0.64,snapshots/PPE_No Gloves_2025-07-10_21-17-42.jpg
2025-07-10_21-17-44,PPE,No IFR,0.59,snapshots/PPE_No IFR_2025-07-10_21-17-44.jpg
2025-07-10_21-17-45,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-17-45.jpg
2025-07-10_21-17-46,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-17-46.jpg
2025-07-10_21-17-46,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_21-17-46.jpg
2025-07-10_21-17-46,PPE,No IFR,0.6,snapshots/PPE_No IFR_2025-07-10_21-17-46.jpg
2025-07-10_21-17-46,PPE,No Gloves,0.61,snapshots/PPE_No Gloves_2025-07-10_21-17-46.jpg
2025-07-10_21-17-47,PPE,No Gloves,0.64,snapshots/PPE_No Gloves_2025-07-10_21-17-47.jpg
2025-07-10_21-17-47,PPE,No IFR,0.57,snapshots/PPE_No IFR_2025-07-10_21-17-47.jpg
2025-07-10_21-17-47,PPE,No Gloves,0.62,snapshots/PPE_No Gloves_2025-07-10_21-17-47.jpg
2025-07-10_21-17-47,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_21-17-47.jpg
2025-07-10_21-17-47,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-17-47.jpg
2025-07-10_21-17-48,PPE,No Gloves,0.55,snapshots/PPE_No Gloves_2025-07-10_21-17-48.jpg
2025-07-10_21-17-48,PPE,No Gloves,0.5,snapshots/PPE_No Gloves_2025-07-10_21-17-48.jpg
2025-07-10_21-17-49,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_21-17-49.jpg
2025-07-10_21-17-49,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_21-17-49.jpg
2025-07-10_21-17-50,PPE,No Gloves,0.67,snapshots/PPE_No Gloves_2025-07-10_21-17-50.jpg
2025-07-10_21-17-50,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_21-17-50.jpg
2025-07-10_21-17-51,PPE,No Gloves,0.7,snapshots/PPE_No Gloves_2025-07-10_21-17-51.jpg
2025-07-10_21-17-52,PPE,No Gloves,0.79,snapshots/PPE_No Gloves_2025-07-10_21-17-52.jpg
2025-07-10_21-17-52,PPE,No Gloves,0.64,snapshots/PPE_No Gloves_2025-07-10_21-17-52.jpg
2025-07-10_21-17-52,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_21-17-52.jpg
2025-07-10_21-17-52,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-17-52.jpg
2025-07-10_21-17-53,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_21-17-53.jpg
2025-07-10_21-17-53,PPE,No Gloves,0.55,snapshots/PPE_No Gloves_2025-07-10_21-17-53.jpg
2025-07-10_21-17-53,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-17-53.jpg
2025-07-10_21-17-54,PPE,No IFR,0.54,snapshots/PPE_No IFR_2025-07-10_21-17-54.jpg
2025-07-10_21-17-54,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-10_21-17-54.jpg
2025-07-10_21-17-55,PPE,No Gloves,0.62,snapshots/PPE_No Gloves_2025-07-10_21-17-55.jpg
2025-07-10_21-17-56,PPE,No Gloves,0.57,snapshots/PPE_No Gloves_2025-07-10_21-17-56.jpg
2025-07-10_21-17-56,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_21-17-56.jpg
2025-07-10_21-17-57,PPE,No Gloves,0.51,snapshots/PPE_No Gloves_2025-07-10_21-17-57.jpg
